"REG","Region","LOCATION","Country","INC","Income group","VAR","Variables","TIME","Time","Value","Flag Codes","Flags"
"SA","South Asia","BGD","Bangladesh","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","BEN","Benin","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"SSA","Sub-Saharan Africa","BEN","Benin","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","BEN","Benin","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","BEN","Benin","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","BFA","Burkina Faso","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.44,,
"SSA","Sub-Saharan Africa","BFA","Burkina Faso","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.15,,
"SSA","Sub-Saharan Africa","BFA","Burkina Faso","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","BFA","Burkina Faso","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","BFA","Burkina Faso","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","BDI","Burundi","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.73,,
"SSA","Sub-Saharan Africa","BDI","Burundi","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","BDI","Burundi","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","BDI","Burundi","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"EAP","East Asia and the Pacific","KHM","Cambodia","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.46,,
"EAP","East Asia and the Pacific","KHM","Cambodia","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.14,,
"EAP","East Asia and the Pacific","KHM","Cambodia","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"EAP","East Asia and the Pacific","KHM","Cambodia","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"EAP","East Asia and the Pacific","KHM","Cambodia","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","CAF","Central African Republic","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.8,,
"SSA","Sub-Saharan Africa","CAF","Central African Republic","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","CAF","Central African Republic","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","CAF","Central African Republic","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","TCD","Chad","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.62,,
"SSA","Sub-Saharan Africa","TCD","Chad","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.57,,
"SSA","Sub-Saharan Africa","TCD","Chad","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","TCD","Chad","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","TCD","Chad","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"EAP","East Asia and the Pacific","PRK","Democratic People's Republic of Korea","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.38,,
"EAP","East Asia and the Pacific","PRK","Democratic People's Republic of Korea","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"EAP","East Asia and the Pacific","PRK","Democratic People's Republic of Korea","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"EAP","East Asia and the Pacific","PRK","Democratic People's Republic of Korea","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","COD","Democratic Republic of the Congo","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.76,,
"SSA","Sub-Saharan Africa","COD","Democratic Republic of the Congo","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.64,,
"SSA","Sub-Saharan Africa","COD","Democratic Republic of the Congo","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","COD","Democratic Republic of the Congo","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","COD","Democratic Republic of the Congo","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"SSA","Sub-Saharan Africa","ERI","Eritrea","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.71,,
"SSA","Sub-Saharan Africa","ERI","Eritrea","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","ERI","Eritrea","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","ERI","Eritrea","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","ETH","Ethiopia","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.68,,
"SSA","Sub-Saharan Africa","ETH","Ethiopia","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.71,,
"SSA","Sub-Saharan Africa","ETH","Ethiopia","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","ETH","Ethiopia","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","ETH","Ethiopia","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","GMB","Gambia","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","GMB","Gambia","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","GMB","Gambia","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","GMB","Gambia","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"SSA","Sub-Saharan Africa","GIN","Guinea","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.92,,
"SSA","Sub-Saharan Africa","GIN","Guinea","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","GIN","Guinea","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","GIN","Guinea","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"SSA","Sub-Saharan Africa","GNB","Guinea-Bissau","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.4,,
"SSA","Sub-Saharan Africa","GNB","Guinea-Bissau","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","GNB","Guinea-Bissau","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","GNB","Guinea-Bissau","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"LAC","Latin America and the Caribbean","HTI","Haiti","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.29,,
"LAC","Latin America and the Caribbean","HTI","Haiti","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.2,,
"LAC","Latin America and the Caribbean","HTI","Haiti","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"LAC","Latin America and the Caribbean","HTI","Haiti","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"LAC","Latin America and the Caribbean","HTI","Haiti","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"SSA","Sub-Saharan Africa","KEN","Kenya","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.53,,
"SSA","Sub-Saharan Africa","KEN","Kenya","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.41,,
"SSA","Sub-Saharan Africa","KEN","Kenya","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","KEN","Kenya","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","KEN","Kenya","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","LBR","Liberia","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.59,,
"SSA","Sub-Saharan Africa","LBR","Liberia","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.39,,
"SSA","Sub-Saharan Africa","LBR","Liberia","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","LBR","Liberia","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","LBR","Liberia","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","MDG","Madagascar","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.32,,
"SSA","Sub-Saharan Africa","MDG","Madagascar","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","MDG","Madagascar","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","MDG","Madagascar","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"SSA","Sub-Saharan Africa","MWI","Malawi","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.13,,
"SSA","Sub-Saharan Africa","MWI","Malawi","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.31,,
"SSA","Sub-Saharan Africa","MWI","Malawi","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","MWI","Malawi","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","MWI","Malawi","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","MLI","Mali","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.87,,
"SSA","Sub-Saharan Africa","MLI","Mali","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","MLI","Mali","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","MLI","Mali","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"SSA","Sub-Saharan Africa","MOZ","Mozambique","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.36,,
"SSA","Sub-Saharan Africa","MOZ","Mozambique","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.32,,
"SSA","Sub-Saharan Africa","MOZ","Mozambique","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0,,
"SSA","Sub-Saharan Africa","MOZ","Mozambique","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0,,
"SSA","Sub-Saharan Africa","MOZ","Mozambique","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"EAP","East Asia and the Pacific","MMR","Myanmar","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"EAP","East Asia and the Pacific","MMR","Myanmar","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"EAP","East Asia and the Pacific","MMR","Myanmar","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SA","South Asia","NPL","Nepal","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.23,,
"SA","South Asia","NPL","Nepal","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.28,,
"SA","South Asia","NPL","Nepal","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"SA","South Asia","NPL","Nepal","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"SA","South Asia","NPL","Nepal","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","NER","Niger","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.6,,
"SSA","Sub-Saharan Africa","NER","Niger","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","NER","Niger","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","NER","Niger","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","RWA","Rwanda","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.56,,
"SSA","Sub-Saharan Africa","RWA","Rwanda","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.56,,
"SSA","Sub-Saharan Africa","RWA","Rwanda","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","RWA","Rwanda","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0,,
"SSA","Sub-Saharan Africa","RWA","Rwanda","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"SSA","Sub-Saharan Africa","SLE","Sierra Leone","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.73,,
"SSA","Sub-Saharan Africa","SLE","Sierra Leone","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","SLE","Sierra Leone","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","SLE","Sierra Leone","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","SOM","Somalia","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.76,,
"SSA","Sub-Saharan Africa","SOM","Somalia","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","SOM","Somalia","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","SOM","Somalia","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ECA","Europe and Central Asia","TJK","Tajikistan","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.6,,
"ECA","Europe and Central Asia","TJK","Tajikistan","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.21,,
"ECA","Europe and Central Asia","TJK","Tajikistan","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ECA","Europe and Central Asia","TJK","Tajikistan","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ECA","Europe and Central Asia","TJK","Tajikistan","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"SSA","Sub-Saharan Africa","TZA","Tanzania","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.54,,
"SSA","Sub-Saharan Africa","TZA","Tanzania","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.44,,
"SSA","Sub-Saharan Africa","TZA","Tanzania","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","TZA","Tanzania","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","TZA","Tanzania","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","TGO","Togo","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.43,,
"SSA","Sub-Saharan Africa","TGO","Togo","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","TGO","Togo","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","TGO","Togo","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"SSA","Sub-Saharan Africa","UGA","Uganda","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.58,,
"SSA","Sub-Saharan Africa","UGA","Uganda","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.51,,
